respondent_id,h1n1_vaccine,seasonal_vaccine
26884,0.22069095467902428,0.07492427270615204
26885,0.07009075845471441,0.6001742430480987
26886,0.20876805977467913,0.15694309990521643
26887,0.5224665778112518,0.6234537198397198
26888,0.061523367737938914,0.5843669357563067
26889,0.2737123474664434,0.35720056518738935
26890,0.1736593842019205,0.28161636744944674
26891,0.1311817433341284,0.7108942068411274
26892,0.29018507870651944,0.23892645233195736
26893,0.07628710535401606,0.42080724100923506
26894,0.1440913764216334,0.18955853070603695
26895,0.22050390291622624,0.2955154678014946
26896,0.18984286692923102,0.17260887253077062
26897,0.1429835349860601,0.5521714539316939
26898,0.11946489572157253,0.25328259007647885
26899,0.12546682989493843,0.23128260234448234
26900,0.4343347539172804,0.28898440588791807
26901,0.1736593842019205,0.11508141457887788
26902,0.06364633999173656,0.27105991651772815
26903,0.09384101275722977,0.26788525433106164
26904,0.19156948920746214,0.1664591871727513
26905,0.1602933812298884,0.24414412838285462
26906,0.2757148131906668,0.4391885174848121
26907,0.0702548343879721,0.4596591441283204
26908,0.3044855259930698,0.14514686483924646
26909,0.23676981085624052,0.7962223359571078
26910,0.3094976723168726,0.1564357736526483
26911,0.11706967472299414,0.21127185619623629
26912,0.564711077368073,0.5788324028689297
26913,0.22375908977187012,0.5078198866119424
26914,0.10840278561465468,0.35374118506745855
26915,0.09443917733561956,0.3152383059597672
26916,0.19273641083825518,0.5210136718751448
26917,0.2916593750552191,0.07435462598120234
26918,0.1531895453240533,0.4950945942068446
26919,0.15617342960251043,0.5814740007301273
26920,0.19156948920746214,0.2643337325530912
26921,0.12674907535194677,0.37741262138891435
26922,0.13085800191233893,0.5193622993501165
26923,0.49562100662428776,0.3355444145366422
26924,0.06624932227137126,0.8742913268519726
26925,0.1311817433341284,0.6596941105844337
26926,0.7438040192781025,0.974570873492791
26927,0.19267146491644943,0.2251609562664798
26928,0.027308652641658267,0.2562009175590616
26929,0.129364319198004,0.08792724070552588
26930,0.18982558980653352,0.4295748711916072
26931,0.10840278561465468,0.15694309990521643
26932,0.06014394836438425,0.7774402498618945
26933,0.0353632649466267,0.6354153481174086
26934,0.5219883237635542,0.207372548062499
26935,0.19156948920746214,0.36325620608730863
26936,0.32357052531449415,0.4418347105195509
26937,0.10840278561465468,0.17260887253077062
26938,0.1001108090150369,0.5249948660294705
26939,0.1718412828576723,0.28778414957627046
26940,0.2538786846576441,0.47407748208522754
26941,0.19156948920746214,0.5814740007301273
26942,0.5265510487386514,0.4389826807511952
26943,0.08908052749995207,0.46968561442366014
26944,0.19156948920746214,0.5814740007301273
26945,0.2539696668654564,0.35901478015843563
26946,0.027085011973380358,0.5049537218694676
26947,0.1719623271683483,0.791935340387701
26948,0.19156948920746214,0.44920522021944054
26949,0.08717723522911293,0.16881421525719942
26950,0.047778118695537136,0.4455574258126841
26951,0.11511429185030221,0.17260887253077062
26952,0.37927588699037584,0.1934940547859703
26953,0.3863315146127127,0.25482312187694933
26954,0.054917497794853214,0.5968333322871294
26955,0.08363258552469888,0.46322478154430646
26956,0.49004221501619105,0.5301033663742942
26957,0.2247012068390569,0.4279756851791474
26958,0.4096331305902383,0.39056636466252764
26959,0.24292145574292007,0.20803681038454208
26960,0.11163335780063016,0.380683028621198
26961,0.4501939623549047,0.12140776182724267
26962,0.20287335790748992,0.6365444959632557
26963,0.11972243950189948,0.5791044194485935
26964,0.038183612571786554,0.4837030733449326
26965,0.2597950865657136,0.45247454580807855
26966,0.09720086853955916,0.17260887253077062
26967,0.43851633896691494,0.38910350300657465
26968,0.13225498616995696,0.48058620195199414
26969,0.17260887253077062,0.6907817194205049
26970,0.4744614788509802,0.45596987773908254
26971,0.048357445009501954,0.24594560371429963
26972,0.1970446762000202,0.6321805608808462
26973,0.13596835349711658,0.36236291601037396
26974,0.15404941178976048,0.36763590525392364
26975,0.15617342960251043,0.48058620195199414
26976,0.2597950865657136,0.7498219205213198
26977,0.10548753902044984,0.6596941105844337
26978,0.10346683025162955,0.5973097084809817
26979,0.10548753902044984,0.7257012845439105
26980,0.30033566960184216,0.4866826911601999
26981,0.20052845239167055,0.750101067875541
26982,0.6701646332203256,0.6099061964613429
26983,0.4513866404234704,0.2248787063861901
26984,0.3989615050889238,0.6161368830807594
26985,0.20925245021394692,0.10404063202795727
26986,0.13596835349711658,0.5148094691572005
26987,0.15617342960251043,0.39944333840492546
26988,0.14749474947650631,0.49783536973640413
26989,0.10840278561465468,0.17260887253077062
26990,0.06643481561845863,0.22690270535129978
26991,0.28661134693039736,0.6232309694559227
26992,0.401982661171317,0.44949066705416674
26993,0.15617342960251043,0.48058620195199414
26994,0.2623320551919257,0.5592678037268223
26995,0.34762482291549623,0.5895556945262674
26996,0.6427180062860254,0.7228839376497129
26997,0.2611719503717479,0.6427539925915298
26998,0.06352306764608195,0.17519154252034258
26999,0.23435248348665805,0.4345019146258142
27000,0.17708046426680504,0.679722654883238
27001,0.04122265404684324,0.3953942850466958
27002,0.0378095661826593,0.6354153481174086
27003,0.26318978201148163,0.4396804804417757
27004,0.2585384411036909,0.39428609319611607
27005,0.08672487345564449,0.5193094726792324
27006,0.18982558980653352,0.4981332346727138
27007,0.4169945143250748,0.39865237233689005
27008,0.07431083665529112,0.35866816899574616
27009,0.29203406848118013,0.7789164698756167
27010,0.1311817433341284,0.7257012845439105
27011,0.048508731832231096,0.09066377147467167
27012,0.18218608785785192,0.5767822699326196
27013,0.19156948920746214,0.48058620195199414
27014,0.093960715685595,0.4490227479123031
27015,0.3561705845012533,0.25052139408371554
27016,0.08350471817418416,0.15694309990521643
27017,0.3078881619821991,0.35567898731820374
27018,0.3009802454888898,0.6946968345071685
27019,0.2794624761525726,0.3885084743922394
27020,0.13526424006017035,0.17873837608341392
27021,0.43851633896691494,0.6089047916026924
27022,0.06624932227137126,0.2951354189508265
27023,0.11706967472299414,0.3411154924056148
27024,0.19027584379480603,0.48058620195199414
27025,0.3582381384581694,0.6037344437857034
27026,0.10840278561465468,0.22690270535129978
27027,0.19718880979238768,0.3448284625078327
27028,0.2731272935230283,0.15823203765751698
27029,0.2012584890189341,0.4730558521400339
27030,0.29018507870651944,0.2112750197642086
27031,0.12339126155453972,0.38386652497126733
27032,0.05250466546939331,0.5585940786962446
27033,0.10840278561465468,0.46322478154430646
27034,0.04188999803292058,0.3779319311947451
27035,0.2012584890189341,0.2264294176159584
27036,0.2539696668654564,0.030317789774038997
27037,0.2149342099032698,0.5580294636385393
27038,0.13596835349711658,0.29777646105452404
27039,0.3754703191385973,0.3161175203450394
27040,0.10548753902044984,0.7257012845439105
27041,0.33489321611816814,0.22426571358397995
27042,0.13782146766476897,0.48147113231557037
27043,0.13526424006017035,0.4719746375935106
27044,0.2611719503717479,0.1516541478771967
27045,0.1311817433341284,0.6596941105844337
27046,0.1429835349860601,0.413642685702598
27047,0.1672025577247646,0.4981332346727138
27048,0.2510846741406577,0.6013206554319248
27049,0.163786386388669,0.7725343001181572
27050,0.28453956319512297,0.15956661625829688
27051,0.11828164596053296,0.7959975554579818
27052,0.047480884011455345,0.20698405081074228
27053,0.6351852730858522,0.7915740553232149
27054,0.257823182174297,0.6487934248607719
27055,0.0611250633883161,0.7545038704048125
27056,0.14453224878426185,0.14037818783880723
27057,0.3688862474324795,0.6855105967857976
27058,0.2927468039524568,0.2656048207924185
27059,0.19493308662711967,0.3275259970534455
27060,0.06643481561845863,0.4175366568300179
27061,0.48459022019007175,0.4021892055412541
27062,0.056368795912131266,0.6767882043416251
27063,0.08908052749995207,0.46968561442366014
27064,0.11683931891188024,0.36431502783753855
27065,0.1311817433341284,0.7246850564007475
27066,0.04674843254147053,0.7637304460664935
27067,0.18098540561784346,0.41307117116888437
27068,0.41793253145187725,0.903735058667438
27069,0.11114858593716398,0.3507763555876158
27070,0.04618435560610621,0.11134409062011964
27071,0.05900635960750891,0.5645751732969214
27072,0.10338395258563718,0.5538599032192916
27073,0.07452999911567065,0.35038585189216614
27074,0.038183612571786554,0.1898162909109328
27075,0.413074115558898,0.7334697318014688
27076,0.19027584379480603,0.7362629590848896
27077,0.12035993419136426,0.28238652678407206
27078,0.1062122862951014,0.8535428983745317
27079,0.09616396337352652,0.34324757868325484
27080,0.15783714296387027,0.13091986911823247
27081,0.13136505279484356,0.5527630520535038
27082,0.23726103885217995,0.21769317494112622
27083,0.15617342960251043,0.6167366442366019
27084,0.7355433512725348,0.593690386809038
27085,0.34741646553845984,0.5997368740440703
27086,0.3712174934919155,0.7736998659888681
27087,0.08263861217092812,0.7257012845439105
27088,0.3863315146127127,0.3678439822107639
27089,0.35710181379151335,0.49652193500879477
27090,0.15838127968927027,0.2153232783389971
27091,0.6334663891090638,0.6770456317041156
27092,0.2031702821296834,0.729818810667657
27093,0.19156948920746214,0.48058620195199414
27094,0.40303171280179706,0.17506856190454398
27095,0.10840278561465468,0.22690270535129978
27096,0.11184625861859421,0.17919760601191462
27097,0.28661134693039736,0.7082388579658575
27098,0.3863315146127127,0.41334004853801803
27099,0.2522302883752623,0.5814740007301273
27100,0.07731825108964767,0.5877712149363201
27101,0.15617342960251043,0.12748760754664687
27102,0.07452999911567065,0.36071055336594776
27103,0.21502089063752203,0.06714467999778195
27104,0.29018507870651944,0.29592366552999744
27105,0.5582379244553554,0.4278918031368295
27106,0.1531895453240533,0.8664575311555313
27107,0.2604960519336724,0.1871055618972324
27108,0.2049714675002154,0.8466621120350496
27109,0.08350471817418416,0.17260887253077062
27110,0.1062122862951014,0.26785553097878967
27111,0.13225498616995696,0.48058620195199414
27112,0.4924262872279865,0.5747397934162227
27113,0.14277906352085082,0.17260887253077062
27114,0.1632789870862212,0.48058620195199414
27115,0.5219883237635542,0.6913127878136314
27116,0.04122265404684324,0.43064963349018803
27117,0.07522552526039399,0.279328443764808
27118,0.18744426656833274,0.17260887253077062
27119,0.26206595467322696,0.326704128943899
27120,0.024475695966736485,0.7540902401050928
27121,0.03629679976347155,0.28107072688347046
27122,0.12760858890964033,0.4855179511723456
27123,0.1802551136759411,0.6009155467049349
27124,0.14569048075079102,0.3435296826028253
27125,0.2078089495715896,0.13755845528010777
27126,0.2886012856613928,0.11854038304169176
27127,0.28552340372810836,0.3226292855825918
27128,0.19156948920746214,0.5243829312208268
27129,0.09384101275722977,0.5570501561957899
27130,0.21326552285145103,0.10174211227966505
27131,0.1311817433341284,0.7257012845439105
27132,0.5219883237635542,0.5837015290609631
27133,0.13225498616995696,0.18911790680727075
27134,0.06624932227137126,0.834264031883005
27135,0.05068741513259325,0.7545038704048125
27136,0.06653844220331058,0.22690270535129978
27137,0.05194941910187002,0.19297359850149076
27138,0.2539696668654564,0.560391195970143
27139,0.05897469886195369,0.4256277700004633
27140,0.15854946056514824,0.8268949283294365
27141,0.564711077368073,0.4265492365822364
27142,0.1311817433341284,0.5823585468342364
27143,0.3078881619821991,0.1770718757806714
27144,0.12116314413613255,0.48121134243376146
27145,0.48231946097619055,0.8703983606797095
27146,0.1477863237262503,0.45271539449275716
27147,0.08428044105810374,0.3324325279335978
27148,0.15617342960251043,0.33922284410077114
27149,0.4809997042023903,0.2739694109647116
27150,0.3863315146127127,0.4830636575134991
27151,0.10840278561465468,0.11685898975942026
27152,0.23128260234448234,0.48058620195199414
27153,0.2441708001322961,0.47472616965766024
27154,0.34636562886689737,0.4288625746427949
27155,0.34762482291549623,0.29592366552999744
27156,0.06643481561845863,0.22690270535129978
27157,0.0608123723411489,0.35876309112036264
27158,0.2611719503717479,0.6030024746097856
27159,0.15525350919563477,0.5458284562204203
27160,0.15218606988899436,0.2643337325530912
27161,0.1436829860673612,0.2175575187295992
27162,0.11230441260575755,0.5693637544731113
27163,0.3754703191385973,0.22920512974077098
27164,0.15617342960251043,0.059114568954001405
27165,0.74834065266791,0.6872422290765312
27166,0.41711459303751,0.6662778885591322
27167,0.17151672623164715,0.39735121679913427
27168,0.1508327900672462,0.2820124966332965
27169,0.29267146941196526,0.6090737481604214
27170,0.06624932227137126,0.5585940786962446
27171,0.1062122862951014,0.26785553097878967
27172,0.03629679976347155,0.21972332510721895
27173,0.4785615852284064,0.33714758276191437
27174,0.3271584642019001,0.6028252104820111
27175,0.22690270535129978,0.42153985837889074
27176,0.4358307193168571,0.44315942435319156
27177,0.21973202405688771,0.10161790795737483
27178,0.10840278561465468,0.17260887253077062
27179,0.23726103885217995,0.19748405052679394
27180,0.2441708001322961,0.3723134119385759
27181,0.06582065631992047,0.32484923232689056
27182,0.34636562886689737,0.3919462609613267
27183,0.1062122862951014,0.770554411376766
27184,0.3858450317053447,0.7167980777079692
27185,0.5219883237635542,0.5087462620652001
27186,0.1632789870862212,0.48058620195199414
27187,0.19156948920746214,0.6894672223920392
27188,0.19018499380752618,0.30241623002294993
27189,0.35710181379151335,0.7284561422612168
27190,0.19333914931026702,0.6132096209712065
27191,0.1019137129847095,0.4265976383349207
27192,0.564711077368073,0.47062353047816835
27193,0.08350471817418416,0.22690270535129978
27194,0.1311817433341284,0.7257012845439105
27195,0.1632789870862212,0.48058620195199414
27196,0.23128260234448234,0.42153985837889074
27197,0.11879976266049369,0.5484461306195382
27198,0.3863315146127127,0.615908582873608
27199,0.15780063629031146,0.4544609531872613
27200,0.10920587702652934,0.1860885452166781
27201,0.35189561803277003,0.6662867812797113
27202,0.32351046501642566,0.4811816129041884
27203,0.07756817885386195,0.4968529942028487
27204,0.13596835349711658,0.2511857486282734
27205,0.1231619808492342,0.8215545401559302
27206,0.15994134251616535,0.31781533221658737
27207,0.12505172245809204,0.10257865561099684
27208,0.49346368489093473,0.2089120848466551
27209,0.06624932227137126,0.27949131129513655
27210,0.22664244276817555,0.22882189559095306
27211,0.048508731832231096,0.29222193315468564
27212,0.3644486245140681,0.5140498788013017
27213,0.18982558980653352,0.4295748711916072
27214,0.08350471817418416,0.06591129931409972
27215,0.1508327900672462,0.35649177510760943
27216,0.08672487345564449,0.41041103017180464
27217,0.27670877218117546,0.5772458437862015
27218,0.18982558980653352,0.701855658906723
27219,0.19156948920746214,0.6628386867737672
27220,0.31121431334507205,0.6465957058885805
27221,0.10840278561465468,0.413642685702598
27222,0.19156948920746214,0.6376122083799951
27223,0.05088066712444626,0.7099526776820918
27224,0.1661725185272231,0.8883158560216938
27225,0.06187854558962406,0.1898162909109328
27226,0.270703466091079,0.3808518550617215
27227,0.1311817433341284,0.7257012845439105
27228,0.19156948920746214,0.544128555030477
27229,0.4603404427623592,0.838851662556167
27230,0.15611643375979548,0.3125024313023001
27231,0.24492713990661374,0.7761443681188716
27232,0.22068628274488528,0.13439857052720555
27233,0.36721912635608245,0.231864678085311
27234,0.3941424399191422,0.5913436690694288
27235,0.529780564660983,0.44949066705416674
27236,0.0353632649466267,0.6354153481174086
27237,0.4391531000314774,0.7406504703715537
27238,0.2539696668654564,0.11508141457887788
27239,0.26335842665384446,0.3608684140106669
27240,0.20504146996650865,0.3017992317722815
27241,0.14374397036322495,0.7257012845439105
27242,0.08350471817418416,0.7570771918490958
27243,0.15851692746171953,0.19039923299536043
27244,0.14569048075079102,0.37430671543618615
27245,0.20254418596722543,0.6828808275219587
27246,0.3754703191385973,0.6594599068706961
27247,0.028446979811857783,0.5049537218694676
27248,0.27545200177120815,0.16622399802039808
27249,0.19156948920746214,0.5814740007301273
27250,0.3672698949107003,0.41628509971490824
27251,0.29018507870651944,0.3869232576477201
27252,0.26710305597568623,0.5553842898543724
27253,0.10854668083455238,0.5638788051455791
27254,0.12028147472699664,0.7153189696031864
27255,0.06624932227137126,0.2325685805985131
27256,0.34636562886689737,0.2803176220129018
27257,0.3754703191385973,0.5655790876626823
27258,0.0695546927620687,0.7245775815319191
27259,0.19156948920746214,0.6628386867737672
27260,0.16443633997230686,0.405040258757165
27261,0.06624932227137126,0.7364371251868642
27262,0.25602213385525624,0.5500217328085685
27263,0.150490046111696,0.3329592283524565
27264,0.3025549647746305,0.15255247846953635
27265,0.0385947031805814,0.4519376038701157
27266,0.11706967472299414,0.3411154924056148
27267,0.042634157576666644,0.25676727606773747
27268,0.4406447860766281,0.5363059218944591
27269,0.5553842898543724,0.24060183276312155
27270,0.1062122862951014,0.6596941105844337
27271,0.1632789870862212,0.35567898731820374
27272,0.0886194447560306,0.33459736399672163
27273,0.04132364972054591,0.5664926684262634
27274,0.16522077881658848,0.07107795181835568
27275,0.038183612571786554,0.1782237908996707
27276,0.13616462074822255,0.2511857486282734
27277,0.0645099250710041,0.39739873829898054
27278,0.4526133293026537,0.23839755639676455
27279,0.31185318862272426,0.3057291284932558
27280,0.1672025577247646,0.17835979182299963
27281,0.5315105270758267,0.4556372167805002
27282,0.07731825108964767,0.5877712149363201
27283,0.23503277428544045,0.21749162209365092
27284,0.23236127371303544,0.2357199762842564
27285,0.1902567725587066,0.698220080034762
27286,0.4595612542596912,0.48532352936573037
27287,0.16522077881658848,0.07107795181835568
27288,0.6120336530613347,0.9349433568056444
27289,0.10840278561465468,0.46322478154430646
27290,0.3078881619821991,0.28712074029971657
27291,0.5265510487386514,0.41334004853801803
27292,0.03880508167828128,0.38386652497126733
27293,0.11879976266049369,0.2907179661377211
27294,0.17838657486779852,0.10390823589613846
27295,0.1271034640437988,0.5124033728027917
27296,0.17425157463728255,0.48147113231557037
27297,0.06479087957168332,0.5603854761071526
27298,0.19156948920746214,0.48058620195199414
27299,0.19156948920746214,0.48058620195199414
27300,0.09590129682042904,0.557117148145395
27301,0.03644009277196118,0.09776389859521362
27302,0.18449754862025827,0.2622331782441253
27303,0.2049908434177162,0.34955578160376394
27304,0.10840278561465468,0.18984286692923102
27305,0.1311817433341284,0.380683028621198
27306,0.4406447860766281,0.7402339845587814
27307,0.3754703191385973,0.5606575391602325
27308,0.08954889750950866,0.21758776573840805
27309,0.3863315146127127,0.3774758499078008
27310,0.19286794922577102,0.29033664909939444
27311,0.3947361591092442,0.6004958956522222
27312,0.20709254463231358,0.16618470473049943
27313,0.11706967472299414,0.30241623002294993
27314,0.1384705653608899,0.1602358362975951
27315,0.10840278561465468,0.22690270535129978
27316,0.07526186171307361,0.4597077817628541
27317,0.1311817433341284,0.7110429891429081
27318,0.2751667874145006,0.19519070705225128
27319,0.08672487345564449,0.20708182434772146
27320,0.03633508844546379,0.7870561417347026
27321,0.08363258552469888,0.5852169347218471
27322,0.03633508844546379,0.09568098248549628
27323,0.21890351226448695,0.5086167990004291
27324,0.03633508844546379,0.5514520146538815
27325,0.7027129022145912,0.49880922652664106
27326,0.026337391239070727,0.5514520146538815
27327,0.1419556130050572,0.11163335780063016
27328,0.539574624136348,0.3919462609613267
27329,0.5443320412041041,0.6646017174287024
27330,0.13136505279484356,0.620436000079046
27331,0.15617342960251043,0.4845583184699319
27332,0.13480544001809644,0.3479552417580647
27333,0.5352424449937141,0.4139442615675255
27334,0.18984286692923102,0.06591129931409972
27335,0.37190159599751926,0.25369597780466296
27336,0.21600863087875535,0.2813500877078062
27337,0.06369748182881492,0.5382925691307723
27338,0.10840278561465468,0.6238760790680188
27339,0.3690093482095721,0.5326661382550868
27340,0.19692463432809656,0.36763590525392364
27341,0.15617342960251043,0.48058620195199414
27342,0.04639124977334219,0.37471391378857904
27343,0.1350105023469642,0.1485722826961168
27344,0.2539696668654564,0.08461589955817521
27345,0.2758965574575635,0.21132356175428715
27346,0.6696256093546666,0.5137449808845301
27347,0.35189561803277003,0.6662867812797113
27348,0.33270663464083955,0.2240739644543494
27349,0.08350471817418416,0.18410276506422324
27350,0.09189870834890851,0.4265976383349207
27351,0.6407141754007784,0.5697706210353692
27352,0.06369748182881492,0.0834724841021785
27353,0.34368657689030274,0.5362977142882419
27354,0.22664244276817555,0.1510674702727756
27355,0.4021383154331203,0.6447325489786819
27356,0.10840278561465468,0.22690270535129978
27357,0.33294202737910783,0.13057937673005365
27358,0.4141049290966613,0.37870101118804267
27359,0.48717313592954237,0.449012808171404
27360,0.1062122862951014,0.25445225287067147
27361,0.07849573414382612,0.40674543727747875
27362,0.3769770653214151,0.42344937386758613
27363,0.08375753174710304,0.8883158560216938
27364,0.1351889314227638,0.3541022606220564
27365,0.2067473206896465,0.2388626369298195
27366,0.06624932227137126,0.7364371251868642
27367,0.30699449574907756,0.5333622311188706
27368,0.10840278561465468,0.5521714539316939
27369,0.15518325171654632,0.23792704971116896
27370,0.13301589631144242,0.7128921410150283
27371,0.26116410230984627,0.543056046726204
27372,0.1001108090150369,0.5823585468342364
